name,kind,lat,lon,province/city
Khách sạn Indochine Palace,hotel,16.4614093,107.598167,Huế
La Résidence,hotel,16.4590877,107.5801224,Huế
Bảo tàng Hồ Chí Minh,museum,16.4596249,107.5811082,Huế
Silk Path Grand Hue Hotel,hotel,16.457668,107.5801014,Huế
Midtown Hue Hotel,hotel,16.4684518,107.5943625,Huế
Nha Trung Bay Nong Cu,museum,16.4667817,107.6421227,Huế
Đông Khuyết Đài,attraction,16.471596,107.5800406,Huế
Quốc Tử Giám,attraction,16.4705977,107.5824866,Huế
Điện Thái Hòa,attraction,16.4687434,107.5783867,Huế
Tây Khuyết Đài,attraction,16.468038,107.5750678,Huế
Trường An Môn,attraction,16.470085,107.5752197,Huế
Cầu ngói Thanh Toàn,attraction,16.4667921,107.6426953,Huế
Alba Hotel SPA,hotel,16.4651268,107.5952699,Huế
Trung tâm Thanh thiếu nhi Huế,museum,16.4592349,107.5823079,Huế
Di tích Nhà Lưu niệm Chủ tịch Hồ Chí Minh,museum,16.4756171,107.5806219,Huế
Viện Cơ Mật - Tam Toà,museum,16.4719593,107.583647,Huế
Museum of history and revolution of thua thien hue province,museum,16.4698535,107.5825025,Huế
Bảo tàng Cổ vật Cung đình Huế,museum,16.4713073,107.5819424,Huế
Khách sạn Thành Nội,hotel,16.4736065,107.5797202,Huế
Không gian Văn hoá Lục Bộ,attraction,16.4729593,107.5807931,Huế
Quoc Tu Dieu De,attraction,16.4779515,107.5875648,Huế
Boi Tran Garden,gallery,16.4071627,107.5847299,Huế
Ironwood Foot Bridge,attraction,16.4640341,107.5857605,Huế
Ironwood Foot Bridge,attraction,16.4636435,107.5855555,Huế
Nhà khách đoàn an điều dưỡng 41 Huế,hotel,16.4575211,107.5753482,Huế
Nhà khách Đại học Huế,guest_house,16.4611391,107.595147,Huế
Golden Star Villa,hotel,16.4608392,107.5559911,Huế
Golden Star Villa,hotel,16.4606719,107.5560612,Huế
Golden Star Villa,hotel,16.4608893,107.5560931,Huế
Senna Hue Hotel,hotel,16.465865,107.5935802,Huế
Hồ Nội Kim Thủy,attraction,16.4715813,107.5763379,Huế
